ticker,event_date,event_type,year,entry_offset,exit_offset,entry_date,exit_date,strike,expiry,dte_at_entry,dte_at_exit,exit_iv_reliable,moneyness_at_entry,call_ticker,put_ticker,stock_entry,stock_exit,stock_move,entry_call_mid,entry_call_iv,entry_call_delta,entry_put_mid,entry_put_iv,entry_put_delta,entry_straddle_mid,entry_atm_iv,entry_price_source,exit_call_mid,exit_call_iv,exit_put_mid,exit_put_iv,exit_straddle_mid,exit_atm_iv,exit_price_source,pnl_per_straddle,pnl_pct,iv_change
GLD,2016-01-08,Unemployment,2016,-1,1,2016-01-07,2016-01-11,106.0,2016-01-22,15,11,True,0.9985869053226566,O:GLD160122C00106000,O:GLD160122P00106000,106.15,104.74,-0.013283089967027891,1.2642,0.1249552582466006,0.5594577411435049,1.3522,0.17847351302871112,-0.45463650139347134,2.6164,0.15171438563765585,vwap+vwap,0.7665,0.17008997240614893,1.72,0.14841921801608798,2.4865,0.15925459521111845,vwap+vwap,-0.12990000000000013,-0.049648371808592,0.007540209573462603
GLD,2016-01-08,Unemployment,2016,-1,2,2016-01-07,2016-01-12,106.0,2016-01-22,15,10,True,0.9985869053226566,O:GLD160122C00106000,O:GLD160122P00106000,106.15,104.21,-0.018276024493641185,1.2642,0.1249552582466006,0.5594577411435049,1.3522,0.17847351302871112,-0.45463650139347134,2.6164,0.15171438563765585,vwap+vwap,0.4236,0.15100099268817896,2.4033,0.2067155291793943,2.8269,0.17885826093378662,vwap+vwap,0.21050000000000013,0.08045405901238348,0.02714387529613077
GLD,2016-01-08,Unemployment,2016,-1,3,2016-01-07,2016-01-13,106.0,2016-01-22,15,9,True,0.9985869053226566,O:GLD160122C00106000,O:GLD160122P00106000,106.15,104.72,-0.013471502590673638,1.2642,0.1249552582466006,0.5594577411435049,1.3522,0.17847351302871112,-0.45463650139347134,2.6164,0.15171438563765585,vwap+vwap,0.4838,0.14407016597986222,2.17,0.23157840968197585,2.6538,0.18782428783091903,vwap+vwap,0.03739999999999988,0.0142944503898486,0.03610990219326318
GLD,2016-01-08,Unemployment,2016,0,0,2016-01-08,2016-01-08,105.5,2016-01-22,14,14,True,0.9982967448902346,O:GLD160122C00105500,O:GLD160122P00105500,105.68,105.68,0.0,1.1639,0.11662074243456126,0.5675019436194012,1.212,0.16928128654989605,-0.4499314898934166,2.3758999999999997,0.14295101449222866,vwap+vwap,1.1639,0.11662074243456126,1.212,0.16928128654989605,2.3758999999999997,0.14295101449222866,vwap+vwap,0.0,0.0,0.0
GLD,2016-01-08,Unemployment,2016,0,1,2016-01-08,2016-01-11,105.5,2016-01-22,14,11,True,0.9982967448902346,O:GLD160122C00105500,O:GLD160122P00105500,105.68,104.74,-0.008894776684330166,1.1639,0.11662074243456126,0.5675019436194012,1.212,0.16928128654989605,-0.4499314898934166,2.3758999999999997,0.14295101449222866,vwap+vwap,0.996,0.1752097123451829,1.32,0.13620205641990896,2.316,0.15570588438254593,vwap+vwap,-0.05989999999999984,-0.0252114988004545,0.012754869890317266
GLD,2016-01-08,Unemployment,2016,0,2,2016-01-08,2016-01-12,105.5,2016-01-22,14,10,True,0.9982967448902346,O:GLD160122C00105500,O:GLD160122P00105500,105.68,104.21,-0.013909916729750312,1.1639,0.11662074243456126,0.5675019436194012,1.212,0.16928128654989605,-0.4499314898934166,2.3758999999999997,0.14295101449222866,vwap+vwap,0.5298,0.1445753152433038,2.22,0.22867298185348514,2.7498000000000005,0.1866241485483945,vwap+vwap,0.3739000000000008,0.15737194326360573,0.043673134056165824
GLD,2016-01-08,Unemployment,2016,0,3,2016-01-08,2016-01-13,105.5,2016-01-22,14,9,True,0.9982967448902346,O:GLD160122C00105500,O:GLD160122P00105500,105.68,104.72,-0.00908402725208183,1.1639,0.11662074243456126,0.5675019436194012,1.212,0.16928128654989605,-0.4499314898934166,2.3758999999999997,0.14295101449222866,vwap+vwap,0.5479,0.12661524727159734,1.82,0.22380417741876846,2.3679,0.1752097123451829,vwap+vwap,-0.007999999999999563,-0.0033671450818635314,0.03225869785295424
QQQ,2016-01-20,CPI,2016,-3,0,2016-01-15,2016-01-20,94.0,2016-02-19,35,30,True,1.0022390446742722,O:QQQ160219C00094000,O:QQQ160219P00094000,93.79,93.71,-0.0008529693997229183,7.98,0.6807096000395119,0.5467611802211627,1.4343,0.1340896682315469,-0.46720372918892494,9.4143,0.4073996341355294,vwap+vwap,7.2744,0.675890714484811,1.6048,0.15427686330986023,8.8792,0.4150837888973356,vwap+vwap,-0.5350999999999999,-0.05683906397714114,0.007684154761806228
QQQ,2016-01-20,CPI,2016,-3,1,2016-01-15,2016-01-21,94.0,2016-02-19,35,29,True,1.0022390446742722,O:QQQ160219C00094000,O:QQQ160219P00094000,93.79,93.8,0.00010662117496525114,7.98,0.6807096000395119,0.5467611802211627,1.4343,0.1340896682315469,-0.46720372918892494,9.4143,0.4073996341355294,vwap+vwap,8.2277,0.7743398355821076,1.195,0.12145035682317612,9.4227,0.4478950962026419,vwap+vwap,0.008399999999999963,0.0008922596475574353,0.04049546206711252
QQQ,2016-01-20,CPI,2016,-3,2,2016-01-15,2016-01-22,94.0,2016-02-19,35,28,True,1.0022390446742722,O:QQQ160219C00094000,O:QQQ160219P00094000,93.79,96.52,0.029107580765539924,7.98,0.6807096000395119,0.5467611802211627,1.4343,0.1340896682315469,-0.46720372918892494,9.4143,0.4073996341355294,vwap+vwap,9.967,0.806244109386951,0.6393,0.16250170659744742,10.606300000000001,0.48437290799219923,vwap+vwap,1.1920000000000002,0.12661589284386518,0.07697327385666985
QQQ,2016-01-20,CPI,2016,-3,3,2016-01-15,2016-01-25,94.0,2016-02-19,35,25,True,1.0022390446742722,O:QQQ160219C00094000,O:QQQ160219P00094000,93.79,95.08,0.013754131570529822,7.98,0.6807096000395119,0.5467611802211627,1.4343,0.1340896682315469,-0.46720372918892494,9.4143,0.4073996341355294,vwap+vwap,9.8522,0.9296106492258905,0.5006,0.10727622611880303,10.3528,0.5184434376723468,vwap+vwap,0.9384999999999994,0.09968877133722097,0.11104380353681742
QQQ,2016-01-20,CPI,2016,-1,0,2016-01-19,2016-01-20,94.0,2016-02-19,31,30,True,1.0,O:QQQ160219C00094000,O:QQQ160219P00094000,94.0,93.71,-0.00308510638297879,7.7814,0.6965493822090031,0.5486991345269407,1.108,0.11900552379506826,-0.4444338996191235,8.8894,0.40777745300203566,vwap+vwap,7.2744,0.675890714484811,1.6048,0.15427686330986023,8.8792,0.4150837888973356,vwap+vwap,-0.01019999999999932,-0.0011474340225436272,0.007306335895299942
QQQ,2016-01-20,CPI,2016,-1,1,2016-01-19,2016-01-21,94.0,2016-02-19,31,29,True,1.0,O:QQQ160219C00094000,O:QQQ160219P00094000,94.0,93.8,-0.0021276595744681155,7.7814,0.6965493822090031,0.5486991345269407,1.108,0.11900552379506826,-0.4444338996191235,8.8894,0.40777745300203566,vwap+vwap,8.2277,0.7743398355821076,1.195,0.12145035682317612,9.4227,0.4478950962026419,vwap+vwap,0.5333000000000006,0.059992800413976255,0.040117643200606234
QQQ,2016-01-20,CPI,2016,-1,2,2016-01-19,2016-01-22,94.0,2016-02-19,31,28,True,1.0,O:QQQ160219C00094000,O:QQQ160219P00094000,94.0,96.52,0.02680851063829783,7.7814,0.6965493822090031,0.5486991345269407,1.108,0.11900552379506826,-0.4444338996191235,8.8894,0.40777745300203566,vwap+vwap,9.967,0.806244109386951,0.6393,0.16250170659744742,10.606300000000001,0.48437290799219923,vwap+vwap,1.7169000000000008,0.1931401444416947,0.07659545499016357
QQQ,2016-01-20,CPI,2016,-1,3,2016-01-19,2016-01-25,94.0,2016-02-19,31,25,True,1.0,O:QQQ160219C00094000,O:QQQ160219P00094000,94.0,95.08,0.01148936170212764,7.7814,0.6965493822090031,0.5486991345269407,1.108,0.11900552379506826,-0.4444338996191235,8.8894,0.40777745300203566,vwap+vwap,9.8522,0.9296106492258905,0.5006,0.10727622611880303,10.3528,0.5184434376723468,vwap+vwap,1.4634,0.1646230341755349,0.11066598467031113
QQQ,2016-01-20,CPI,2016,0,0,2016-01-20,2016-01-20,93.5,2016-02-19,30,30,True,0.9977590438587132,O:QQQ160219C00093500,O:QQQ160219P00093500,93.71,93.71,0.0,6.3518,0.5671411677723527,0.5478924883812242,1.5585,0.1722878932426572,-0.43908205400146627,7.910299999999999,0.3697145305075049,vwap+vwap,6.3518,0.5671411677723527,1.5585,0.1722878932426572,7.910299999999999,0.3697145305075049,vwap+vwap,0.0,0.0,0.0
QQQ,2016-01-20,CPI,2016,0,2,2016-01-20,2016-01-22,93.5,2016-02-19,30,28,True,0.9977590438587132,O:QQQ160219C00093500,O:QQQ160219P00093500,93.71,96.52,0.02998612741436349,6.3518,0.5671411677723527,0.5478924883812242,1.5585,0.1722878932426572,-0.43908205400146627,7.910299999999999,0.3697145305075049,vwap+vwap,10.03,0.7874410828951003,0.5698,0.16889922085329895,10.5998,0.47817015187419964,vwap+vwap,2.6895000000000007,0.3399997471650887,0.10845562136669473
GLD,2016-01-20,CPI,2016,-3,0,2016-01-15,2016-01-20,104.0,2016-01-29,14,9,True,0.9992313604919293,O:GLD160129C00104000,O:GLD160129P00104000,104.08,105.37,0.012394312067640337,1.6177,0.18156714248543981,0.5371749258659059,1.2303,0.16818679647910598,-0.46095848223025715,2.848,0.17487696948227288,vwap+vwap,2.0036,0.16721285677826406,0.5147,0.16883171860659127,2.5183,0.16802228769242766,vwap+vwap,-0.3296999999999999,-0.11576544943820222,-0.006854681789845218
GLD,2016-01-20,CPI,2016,-3,1,2016-01-15,2016-01-21,104.0,2016-01-29,14,8,True,0.9992313604919293,O:GLD160129C00104000,O:GLD160129P00104000,104.08,105.49,0.013547271329746317,1.6177,0.18156714248543981,0.5371749258659059,1.2303,0.16818679647910598,-0.46095848223025715,2.848,0.17487696948227288,vwap+vwap,1.7163,0.09770729836034775,0.6712,0.21375543236583472,2.3875,0.15573136536309123,vwap+vwap,-0.4604999999999997,-0.16169241573033696,-0.019145604119181647
GLD,2016-01-20,CPI,2016,-3,2,2016-01-15,2016-01-22,104.0,2016-01-29,14,7,True,0.9992313604919293,O:GLD160129C00104000,O:GLD160129P00104000,104.08,105.0,0.008839354342813237,1.6177,0.18156714248543981,0.5371749258659059,1.2303,0.16818679647910598,-0.46095848223025715,2.848,0.17487696948227288,vwap+vwap,1.5278,0.15075691171663996,0.5137,0.16738094184291366,2.0415,0.1590689267797768,vwap+vwap,-0.8064999999999998,-0.28318117977528084,-0.015808042702496083
GLD,2016-01-20,CPI,2016,-3,3,2016-01-15,2016-01-25,104.0,2016-01-29,14,4,True,0.9992313604919293,O:GLD160129C00104000,O:GLD160129P00104000,104.08,106.08,0.01921598770176787,1.6177,0.18156714248543981,0.5371749258659059,1.2303,0.16818679647910598,-0.46095848223025715,2.848,0.17487696948227288,vwap+vwap,2.212,0.14970876424789428,0.2524,0.22079920985341073,2.4644000000000004,0.1852539870506525,vwap+vwap,-0.3835999999999995,-0.1346910112359549,0.01037701756837961
GLD,2016-01-20,CPI,2016,-1,0,2016-01-19,2016-01-20,104.0,2016-01-29,10,9,True,1.0001923446816696,O:GLD160129C00104000,O:GLD160129P00104000,103.98,105.37,0.013367955376033858,1.1443,0.15774525689566135,0.5231770241890493,1.07,0.16474582102441787,-0.4773552206591666,2.2143,0.16124553896003962,vwap+vwap,2.0036,0.16721285677826406,0.5147,0.16883171860659127,2.5183,0.16802228769242766,vwap+vwap,0.3039999999999998,0.13728943684234288,0.006776748732388038
GLD,2016-01-20,CPI,2016,-1,1,2016-01-19,2016-01-21,104.0,2016-01-29,10,8,True,1.0001923446816696,O:GLD160129C00104000,O:GLD160129P00104000,103.98,105.49,0.014522023466051076,1.1443,0.15774525689566135,0.5231770241890493,1.07,0.16474582102441787,-0.4773552206591666,2.2143,0.16124553896003962,vwap+vwap,1.7163,0.09770729836034775,0.6712,0.21375543236583472,2.3875,0.15573136536309123,vwap+vwap,0.17320000000000002,0.07821885020096644,-0.005514173596948391
GLD,2016-01-20,CPI,2016,-1,2,2016-01-19,2016-01-22,104.0,2016-01-29,10,7,True,1.0001923446816696,O:GLD160129C00104000,O:GLD160129P00104000,103.98,105.0,0.009809578765147105,1.1443,0.15774525689566135,0.5231770241890493,1.07,0.16474582102441787,-0.4773552206591666,2.2143,0.16124553896003962,vwap+vwap,1.5278,0.15075691171663996,0.5137,0.16738094184291366,2.0415,0.1590689267797768,vwap+vwap,-0.17280000000000006,-0.07803820620512128,-0.002176612180262827
GLD,2016-01-20,CPI,2016,-1,3,2016-01-19,2016-01-25,104.0,2016-01-29,10,4,True,1.0001923446816696,O:GLD160129C00104000,O:GLD160129P00104000,103.98,106.08,0.020196191575302887,1.1443,0.15774525689566135,0.5231770241890493,1.07,0.16474582102441787,-0.4773552206591666,2.2143,0.16124553896003962,vwap+vwap,2.212,0.14970876424789428,0.2524,0.22079920985341073,2.4644000000000004,0.1852539870506525,vwap+vwap,0.2501000000000002,0.11294765840220394,0.024008448090612866
GLD,2016-01-20,CPI,2016,0,0,2016-01-20,2016-01-20,105.5,2016-02-05,16,16,True,1.0012337477460378,O:GLD160205C00105500,O:GLD160205P00105500,105.37,105.37,0.0,1.5937,0.17544455459862945,0.5177191925351181,1.5409,0.18090821326923368,-0.48236672687987103,3.1346,0.17817638393393156,vwap+vwap,1.5937,0.17544455459862945,1.5409,0.18090821326923368,3.1346,0.17817638393393156,vwap+vwap,0.0,0.0,0.0
GLD,2016-01-20,CPI,2016,0,1,2016-01-20,2016-01-21,105.5,2016-02-05,16,15,True,1.0012337477460378,O:GLD160205C00105500,O:GLD160205P00105500,105.37,105.49,0.0011388440732655436,1.5937,0.17544455459862945,0.5177191925351181,1.5409,0.18090821326923368,-0.48236672687987103,3.1346,0.17817638393393156,vwap+vwap,1.1334,0.12052872018766403,1.46,0.1832274295336008,2.5934,0.15187807486063243,vwap+vwap,-0.5411999999999999,-0.17265360811586802,-0.026298309073299136
GLD,2016-01-20,CPI,2016,0,2,2016-01-20,2016-01-22,105.5,2016-02-05,16,14,True,1.0012337477460378,O:GLD160205C00105500,O:GLD160205P00105500,105.37,105.0,-0.0035114358925690853,1.5937,0.17544455459862945,0.5177191925351181,1.5409,0.18090821326923368,-0.48236672687987103,3.1346,0.17817638393393156,vwap+vwap,1.1209,0.15395306114187834,1.4345,0.1558607074163854,2.5554,0.15490688427913188,vwap+vwap,-0.5791999999999997,-0.18477636700057415,-0.023269499654799686
GLD,2016-01-20,CPI,2016,0,3,2016-01-20,2016-01-25,105.5,2016-02-05,16,11,True,1.0012337477460378,O:GLD160205C00105500,O:GLD160205P00105500,105.37,106.08,0.006738160766821617,1.5937,0.17544455459862945,0.5177191925351181,1.5409,0.18090821326923368,-0.48236672687987103,3.1346,0.17817638393393156,vwap+vwap,1.4578,0.1430950341863632,1.052,0.1899699056020975,2.5098000000000003,0.16653246989423037,vwap+vwap,-0.6247999999999996,-0.19932367766222153,-0.011643914039701192
IWM,2016-01-20,CPI,2016,0,0,2016-01-20,2016-01-20,87.0,2016-02-12,23,23,True,1.0003449465332874,O:IWM160212C00087000,O:IWM160212P00087000,86.97,86.97,0.0,12.22,1.398599570053637,0.572785472893427,0.71,0.0950104867468476,-0.448475430923868,12.93,0.7468050284002423,vwap+vwap,12.22,1.398599570053637,0.71,0.0950104867468476,12.93,0.7468050284002423,vwap+vwap,0.0,0.0,0.0
QQQ,2016-02-05,Unemployment,2016,-3,0,2016-02-02,2016-02-05,95.0,2016-02-26,24,21,True,0.9998947479212714,O:QQQ160226C00095000,O:QQQ160226P00095000,95.01,91.26,-0.039469529523208084,8.2162,0.8319562068961265,0.5487601970500723,0.5608,0.07320413181704284,-0.4246251371809242,8.777000000000001,0.4525801693565847,vwap+vwap,5.11,0.7544478324480057,1.1406,,6.2506,0.7544478324480057,vwap+vwap,-2.5264000000000006,-0.28784322661501655,0.30186766309142105
QQQ,2016-02-05,Unemployment,2016,-3,1,2016-02-02,2016-02-08,95.0,2016-02-26,24,18,True,0.9998947479212714,O:QQQ160226C00095000,O:QQQ160226P00095000,95.01,89.87,-0.05409956846647722,8.2162,0.8319562068961265,0.5487601970500723,0.5608,0.07320413181704284,-0.4246251371809242,8.777000000000001,0.4525801693565847,vwap+vwap,3.121,0.6375446699842215,2.4693,,5.5903,0.6375446699842215,vwap+vwap,-3.186700000000001,-0.36307394326079534,0.18496450062763686
QQQ,2016-02-05,Unemployment,2016,-3,2,2016-02-02,2016-02-09,95.0,2016-02-26,24,17,True,0.9998947479212714,O:QQQ160226C00095000,O:QQQ160226P00095000,95.01,89.59,-0.05704662667087677,8.2162,0.8319562068961265,0.5487601970500723,0.5608,0.07320413181704284,-0.4246251371809242,8.777000000000001,0.4525801693565847,vwap+vwap,3.3637,0.7039677748140692,1.9233,,5.287,0.7039677748140692,vwap+vwap,-3.490000000000001,-0.3976301697618777,0.25138760545748456
QQQ,2016-02-05,Unemployment,2016,-3,3,2016-02-02,2016-02-10,95.0,2016-02-26,24,16,True,0.9998947479212714,O:QQQ160226C00095000,O:QQQ160226P00095000,95.01,89.93,-0.05346805599410586,8.2162,0.8319562068961265,0.5487601970500723,0.5608,0.07320413181704284,-0.4246251371809242,8.777000000000001,0.4525801693565847,vwap+vwap,4.171,0.8188932555597425,1.504,,5.675000000000001,0.8188932555597425,vwap+vwap,-3.1020000000000003,-0.35342372108921044,0.3663130862031578
QQQ,2016-02-05,Unemployment,2016,-2,1,2016-02-03,2016-02-08,94.5,2016-02-19,16,11,True,0.9994711792702274,O:QQQ160219C00094500,O:QQQ160219P00094500,94.55,89.87,-0.04949762030671594,6.53,0.8128526240431071,0.5402436805021708,0.4971,0.07826009479892254,-0.4308529693422791,7.0271,0.4455563594210148,vwap+vwap,2.9202,0.7590847748609186,1.7412,,4.6614,0.7590847748609186,vwap+vwap,-2.3656999999999995,-0.3366538116719556,0.31352841543990384
QQQ,2016-02-05,Unemployment,2016,-2,2,2016-02-03,2016-02-09,94.5,2016-02-19,16,10,True,0.9994711792702274,O:QQQ160219C00094500,O:QQQ160219P00094500,94.55,89.59,-0.05245901639344256,6.53,0.8128526240431071,0.5402436805021708,0.4971,0.07826009479892254,-0.4308529693422791,7.0271,0.4455563594210148,vwap+vwap,3.5541,0.9274058738566043,1.5081,,5.0622,0.9274058738566043,vwap+vwap,-1.9649,-0.27961748089539074,0.48184951443558954
QQQ,2016-02-05,Unemployment,2016,-2,3,2016-02-03,2016-02-10,94.5,2016-02-19,16,9,True,0.9994711792702274,O:QQQ160219C00094500,O:QQQ160219P00094500,94.55,89.93,-0.04886303543098879,6.53,0.8128526240431071,0.5402436805021708,0.4971,0.07826009479892254,-0.4308529693422791,7.0271,0.4455563594210148,vwap+vwap,4.3264,1.0939692322294117,0.9845,,5.310899999999999,1.0939692322294117,vwap+vwap,-1.7162000000000006,-0.24422592534615994,0.6484128728083969
GLD,2016-02-05,Unemployment,2016,-3,0,2016-02-02,2016-02-05,108.0,2016-02-12,10,7,True,0.9991673605328892,O:GLD160212C00108000,O:GLD160212P00108000,108.09,112.32,0.03913405495420473,0.9995,0.12283988982659576,0.5471620856411689,1.1263,0.17420358614259962,-0.4638247599925994,2.1258,0.1485217379845977,vwap+vwap,2.9855,,0.1739,0.23034608389770986,3.1594,0.23034608389770986,vwap+vwap,1.0336000000000003,0.4862169536174618,0.08182434591311216
GLD,2016-02-05,Unemployment,2016,-3,1,2016-02-02,2016-02-08,108.0,2016-02-12,10,4,True,0.9991673605328892,O:GLD160212C00108000,O:GLD160212P00108000,108.09,113.83,0.0531038949023961,0.9995,0.12283988982659576,0.5471620856411689,1.1263,0.17420358614259962,-0.4638247599925994,2.1258,0.1485217379845977,vwap+vwap,5.9958,0.33274743918800354,0.0556,0.291245925424099,6.0514,0.31199668230605127,vwap+vwap,3.9256,1.846645968576536,0.16347494432145357
GLD,2016-02-05,Unemployment,2016,-3,2,2016-02-02,2016-02-09,108.0,2016-02-12,10,3,True,0.9991673605328892,O:GLD160212C00108000,O:GLD160212P00108000,108.09,113.58,0.050791007493755154,0.9995,0.12283988982659576,0.5471620856411689,1.1263,0.17420358614259962,-0.4638247599925994,2.1258,0.1485217379845977,vwap+vwap,6.1729,0.5924984687044621,0.0285,0.2882633095960617,6.2014000000000005,0.4403808891502619,vwap+vwap,4.0756000000000006,1.917207639476903,0.2918591511656642
GLD,2016-02-05,Unemployment,2016,-2,0,2016-02-03,2016-02-05,109.0,2016-02-19,16,14,True,0.9977116704805492,O:GLD160219C00109000,O:GLD160219P00109000,109.25,112.32,0.028100686498855772,1.3336,0.11774890912291405,0.5769733488985804,1.3517,0.17403892834433915,-0.44384177128739455,2.6853,0.14589391873362662,vwap+vwap,2.3943,,0.6012,0.21495408153253798,2.9955,0.21495408153253798,vwap+vwap,0.31020000000000003,0.11551781923807398,0.06906016279891136
GLD,2016-02-05,Unemployment,2016,-2,1,2016-02-03,2016-02-08,109.0,2016-02-19,16,11,True,0.9977116704805492,O:GLD160219C00109000,O:GLD160219P00109000,109.25,113.83,0.04192219679633866,1.3336,0.11774890912291405,0.5769733488985804,1.3517,0.17403892834433915,-0.44384177128739455,2.6853,0.14589391873362662,vwap+vwap,5.1431,0.19079304558181767,0.1962,0.2051440530341864,5.3393,0.19796854930800203,vwap+vwap,2.654,0.988343946672625,0.05207463057437542
GLD,2016-02-05,Unemployment,2016,-2,2,2016-02-03,2016-02-09,109.0,2016-02-19,16,10,True,0.9977116704805492,O:GLD160219C00109000,O:GLD160219P00109000,109.25,113.58,0.039633867276887856,1.3336,0.11774890912291405,0.5769733488985804,1.3517,0.17403892834433915,-0.44384177128739455,2.6853,0.14589391873362662,vwap+vwap,5.3967,0.3131810263608694,0.1899,0.2051869683698416,5.5866,0.2591839973653555,vwap+vwap,2.9013,1.080437939894984,0.11329007863172891
GLD,2016-02-05,Unemployment,2016,-2,3,2016-02-03,2016-02-10,109.0,2016-02-19,16,9,True,0.9977116704805492,O:GLD160219C00109000,O:GLD160219P00109000,109.25,114.46,0.04768878718535463,1.3336,0.11774890912291405,0.5769733488985804,1.3517,0.17403892834433915,-0.44384177128739455,2.6853,0.14589391873362662,vwap+vwap,5.129,,0.1484,0.22874271927392484,5.277399999999999,0.22874271927392484,vwap+vwap,2.5920999999999994,0.9652925185267939,0.08284880054029822
